$ign, Ty Dolla," 	""Akil the Fugitive Hunter"" ", 2017, (executive producer) (as Ty Dolla Sign)
'Abd Al-Hamid, Ja'far, Badgeless sur la Croisette , 2012, }  (producer)
, , 		Mesocafe , 2009, }  (producer)




, , 		Makhno Beer , 2010, (co-producer)
'Fox, Zhavier' (II), They Want Dick Dickster , 2015, (executive producer)
'Hass' Nunes, Harvey, Edge of the Pier , 2016, (executive producer)
'Knoccout'Madison, Karriem," ""Sangre Negra"" ", 2016, (executive producer) (as Kareim 'Knoccout'Madison)
, ," 		""Sangre Negra"" ", 2016, (executive producer) (as Kareim 'Knoccout'Madison)
, ," 		""Sangre Negra"" ", 2016, (executive producer) (as Kareim 'Knoccout'Madison)
, ," 		""Sangre Negra"" ", 2016, (executive producer) (as Kareim 'Knoccout'Madison)
, ," 		""Sangre Negra"" ", 2016, (executive producer) (as Kareim 'Knoccout'Madison)
, ," 		""Sangre Negra"" ", 2016, (executive producer) (as Kareim 'Knoccout'Madison)
'Kusare, Mak (I), Comrade , 2008, (producer)
'Kusare, Mak (II), A Play Called a Temple Made of Clay , 2014, (executive producer)



, , 		I Felon Love , 2016, (producer)
, ," 		""Grey"" ", 2014, (executive producer)
, ," 		""Grey"" ", 2014, (executive producer)
, ," 		""Grey"" ", 2014, (executive producer)
, ," 		""No 1"" ", 2016, (executive producer)
, ," 		""No 1"" ", 2016, (executive producer)
, ," 		""No 1"" ", 2016, (executive producer)
, ," 		""No 1"" ", 2016, (executive producer)
, ," 		""No 1"" ", 2016, (executive producer)
, ," 		""No 1"" ", 2016, (executive producer)
'Monty' Montgomery, Christopher, Don't Sell My Guitars , 2017, (producer)
'Noble Julz'Hamilton, Ulia, Church Hurt , ????, (producer)
, , 		Shattered Serenity , 2012, (executive producer) (as Noble Julz Hamilton)
'Spillway' Baxter, Robert, Shining Spirit , 2017, (co-executive producer)
'steady'Boyd, Paul," ""The Lyrics of Life"" ", 2013, (associate producer)
't Hart, Martijn, The Brooklyn Connection , 2005, (producer)
't Joen, L�on, 	Jack l'�ventreur , 1971, (producer)
't Sant, Eline, 	Both... But Maybe Sunset , 2006, (producer)
'The Griz' Ritz, Mike, Paloma's Flight , 2018, (TV)  (producer) (as Mike Ritz)
'Trentula' Davis, Trent, Call of the Jedi: A Star Wars Story , 2017, (producer)
'Twinkie' Bird, Tracy, A Beautiful Soul , 2012, (associate producer) (as Twinkie Byrd)
, , 		Smokd , 2016, (producer)
(II), Trent, 	Sjaaks Wife Died, So He Needs to Say Something , 2017, (producer)
-, Busabuntu, 	iZulu , 2014, (producer)
-, Central Europea de Guiones, Maldito lunes , 2013, (producer)
-, Edifilms, 	Notas De Un Inmigrante , 2010, (producer)
-, Naomi (II), 	Ikitekoso , 2013, (producer)
-, Terri Lynn Farrow," ""Passion for Living"" ", 2011, (associate producer)
--, An�nimo, 	X �rase una vez , 2015, (executive producer)







, , 		Think Positive , 2016, (executive producer)
., Chirag (II), 	Conscious Awakening A Silent War , 2015, (producer)
, , 		Ouch Casting Couch , 2016, (executive producer)
., Crobin, 	Alan Smithee , 2012, (executive producer)
, , 		Jobbuilder: Clown Show , 2014, (executive producer)
., Ifeelms, 	Christmas Break , 2017, (executive producer)
., Jesus, 	Dragoon , 2013, (executive producer)
., Saguenail, 	A Menina Dos Olhos , 2012, (producer)
., Wooloo, 	Ikast-Brande Spiritual Council , 2013, (executive producer)
., Zeyn, 		How much dose it cost you to look fine? , 2017, (producer)
.Guti�rrez, Carlos, Los esp�ritus de Madero , 2010, (producer)
.Harris, Jonathan R., Signposts , 2016, }  (consulting producer)



, ," 		""Access Granted"" ", 2000, (producer)
, ," 		""Access Granted"" ", 2000, (producer)
, ," 		""Access Granted"" ", 2000, (producer)
, ," 		""Access Granted"" ", 2000, (producer)
, ," 		""Access Granted"" ", 2000, (producer)
, ," 		""Access Granted"" ", 2000, (producer)
, ," 		""Access Granted"" ", 2000, (producer)
, ," 		""Access Granted"" ", 2000, (producer)
, ," 		""Access Granted"" ", 2000, (producer)
, ," 		""Access Granted"" ", 2000, (producer)
, ," 		""Access Granted"" ", 2000, (producer)
, ," 		""Access Granted"" ", 2000, (producer)
, ," 		""Fade to Black"" ", 1991, (producer)
, ," 		""Interscope Presents 'The Next Episode'"" ", 2003, (coordinating producer)
, ," 		""Interscope Presents 'The Next Episode'"" ", 2003, (coordinating producer)
, ," 		""Rap City"" ", 2000, (producer)
, ," 		""Yo! MTV Raps"" ", 1988, (producer)
100g, Nada 89, 	Quarth , 1989, (VG)  (executive producer)
13, Wednesday, 	Wednesday 13's Weirdo a Go-Go , 2008, (V)  (producer)
1312, , 		Absolute Punishment: The Ultimate Death Experience Part 2 , 1998, (V)  (producer)
2 Chainz, , 	Most Expensivest Shit , 2014, (V)  (executive producer)
2000, T., 	King of Fighters: Maximum Impact , 2004, (VG)  (assistant producer) (as T-2000)
2amkinematography, , Inner Land , 2015, (co-producer)
2k, , 		The Art of the Game , 2014, (executive producer)
3 Doors Down, ," 	""Skin Wars: Naked Truth"" ", 2014, (executive producer)
, ," 		""Skin Wars: Naked Truth"" ", 2014, (executive producer)
, ," 		""Skin Wars: Naked Truth"" ", 2014, (executive producer)
, ," 		""Skin Wars: Naked Truth"" ", 2014, (executive producer)

, , 		Sweet Melody , ????, (executive producer) (as Thurston Hill III)
50 Cent, , 		50 Cent: The Massacre - Special Edition , 2005, (V)  (executive producer)
, , 		All Things Fall Apart , 2011, (producer)
, , 		Before I Self Destruct , 2009, (V)  (producer)
, , 		Caught in the Crossfire , 2010, (executive producer)
, , 		Freelancers , 2012, (producer)
, , 		Hot Rod: Only On... , 2011, (V)  (executive producer)
, , 		Live Bet , 2011, }  (producer)
, , 		Tapia , 2013, (executive producer)
, , 		The Game: Documentary , 2005, (V)  (executive producer)
, , 		Tomorrow, Today , ????, (TV)  (executive producer) (2016)
, ," 		""Dream School"" ", 2013, (executive producer) (as Curtis '50 Cent' Jackson)
, ," 		""Dream School"" ", 2013, (executive producer) (as Curtis '50 Cent' Jackson)
, ," 		""Dream School"" ", 2013, (executive producer) (as Curtis '50 Cent' Jackson)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)
, ," 		""Power"" ", 2014/I, (executive producer)









, , 		Motel Smoking Non Smoking Rooms , 2017, (producer)
A Cure, Juggling For (VIII), Sports Betting Dark Path , 2017, (producer)
A Fuad, Yogi, 	Along the One Way , 2016, (co-producer)
a Ressende, F., 	Brinquedos , 2009, (V)  (producer)
A Tribe Called Quest, , Beats, Rhymes & Life: The Travels of a Tribe Called Quest , 2011, (producer) (as ATCQ)
A'Court, Susan, 	Esso , 1985, (producer)
, , 		Red Shoes , 1986, (producer)
A'Lexis, Charles, Shadow Creature , 1995, (associate producer)







, , 		The Ride , 2015/II, (producer)
A, Yuri, 		The Food I Ate , 2014, (producer)
A. al Saaidi, Hamdi, Crunch , 2010, (producer)
A. Ferere, Cassell, id, ENTITY, (2015)  (co-producer)
, , 		Sly Art , 2013, (executive producer)





, , 		Onward , 2016/I, (producer) (as Sonia Guggenheim)
, ," 		""The Art of Elysium Stories"" ", 2017, (producer) (as Sonia Aurelia Guggenheim)
, ," 		""Virtual Morality"" ", 2015, (line producer) (as Sonia Guggenheim)
, ," 		""Virtual Morality"" ", 2015, (line producer) (as Sonia Guggenheim)
A. Hassan, Keivan, Emigration , 2017, (producer)
A. Ilarraza, Jose," ""Tanairi"" ", 1985, (coordinating producer) (1985)
A. Johnson, Marcus, Margot the Monster , 2015, (executive producer)
A. Luczka Jr., Bernard," ""Eastsiders"" ", 2012, (associate producer)
, ," 		""Eastsiders"" ", 2012, (associate producer)
, ," 		""Eastsiders"" ", 2012, (associate producer)
, ," 		""Eastsiders"" ", 2012, (associate producer)
, ," 		""Eastsiders"" ", 2012, (associate producer)
A. Martin, Mitchell, Hangin' On , 2012, (executive producer)
, , 		Johnny Walker , 2015, (executive producer)
A. Naeini, Mahdi, Flowers , 2006, (producer)



, , 		La �ltima parada (Lo peor de todo) , 1999, (producer)
A. St. Peters, Susan, Caught Inside , 2014, (producer)
A. Woodward, Robert, Conscious , 2013/II, (associate producer)
A., Alexandra, 	Too Late , 2016/III, (producer)
A., Anand, 	Yuga , 2007, (producer)
A., Armand, 	We Are Human 360 , 2017, (producer)
A., Big, 		My Mother Loves the Brothas 2 , 2006, (V)  (co-producer)
A., J.M., 	Night of the Ghouls , 1959, (production executive) (as J.M.A.)
A., James, 	Asian Girls & Big Black Cocks 2 , 2003, (V)  (producer)
, , 		Beauty and the 14-Inch Beast , 2005, (V)  (executive producer)
, , 		Big Butt Showdown 3 , 2010, (V)  (executive producer)
, , 		Black Cravings , 2001, (V)  (executive producer)
, , 		Black Cravings 5 , 2001, (V)  (executive producer)
, , 		Black Cravings 7 , 2002, (V)  (producer)
, , 		Black Cum 'n White Girlz , 2003, (V)  (executive producer)
, , 		Black Rogue Cops , 2008, (V)  (producer)
, , 		Bomb Ass White Booty 14 , 2010, (V)  (executive producer)
, , 		Booty Talk 20: Super Fine Sistas! , 2000, (V)  (producer)
, , 		Booty Talk 26 , 2001, (V)  (producer)
, , 		Booty Talk 35 , 2002, (V)  (producer)
, , 		Busty White Girls , 2004, (V)  (executive producer)
, , 		Chasing the Big Ones 10 , 2001, (V)  (producer)
, , 		Chasing the Big Ones 13 , 2002, (V)  (producer)
, , 		Chasing the Big Ones 19 , 2003, (V)  (producer)
, , 		Chasing the Big Ones 20: The All Anal Edition , 2003, (V)  (producer)
, , 		Chasing the Big Ones 26 , 2005, (V)  (executive producer)
, , 		Chasing the Big Ones 3 , 2000, (V)  (producer)
, , 		Chasing the Big Ones 6 , 2001, (V)  (producer)
, , 		Chasing the Big Ones 8 , 2001, (V)  (producer)
, , 		Chasing the Big Ones! Favorite Size Queens , 2006, (V)  (producer)
, , 		Cute Exotic Girls , 2001, (V)  (producer) (as James A)
, , 		Fatally Obsessed , 2010, (V)  (executive producer)
, , 		Fresh Butts and Natural Tits 4 , 2002, (V)  (producer)
, , 		Hardcore Interracial SeXXX 2 , 2003, (V)  (producer)
, , 		Interracial Lesbian Romance , 2012, (V)  (executive producer)
, , 		Jack's Anal Initiations , 2004, (V)  (executive producer)
, , 		Mandingo , 2002, (V)  (producer)
, , 		Mandingo 6 , 2003, (V)  (producer)
, , 		Mandingo Cougars 4 , 2015, (V)  (executive producer)
, , 		Mandingo Rocks That Ass , 2009, (V)  (executive producer)
, , 		Mandingo vs. Jack 2 , 2008, (V)  (executive producer)
, , 		Mandingo's Naughty Wives Club 3 , 2015, (V)  (executive producer)
, , 		Nothin' But Ass , 2004, (V)  (executive producer)
, , 		Pink Pussy Cats , 2002, (V)  (producer)
, , 		Real Black Housewives of L.A. 2 , 2014, (V)  (executive producer)
, , 		Sex Toys 2 , 2001, (V)  (executive producer)
, , 		She Got Ass 4 , 2005, (V)  (executive producer)
, , 		Sticky Side Up 3 , 2002, (V)  (executive producer)
, , 		There's Something About Jack 11 , 2000, (V)  (producer)
, , 		There's Something About Jack 14 , 2001, (V)  (producer)
, , 		There's Something About Jack 25 , 2002, (V)  (producer)
, , 		There's Something About Jack 28 , 2003, (V)  (executive producer)
, , 		There's Something About Jack 36 , 2005, (V)  (executive producer)
, , 		There's Something About Jack 38 , 2005, (V)  (producer)



, , 		Current , 2009, (producer)

, , 		Papam Pasivaadu , 1972, (supervising producer)
A., Ramesh, 	Apparao Ki Oka Nela Thappindi , 2001, (co-producer)
A., Sarathi, 	Gopala Rao Gari Ammayi , 1980, (producer)
A., Sergey, 	3:00 , 2015, (producer)
, , 		Abandoned , 2016/II, (producer)
, , 		Alien Nightmare , 2015, (executive producer)
, , 		Anthology of Horror 3 , 2016, (producer)
, , 		Anthology of Horror 5 , 2017, (producer)
, , 		Anthology of horror 7 , 2017, (producer)
, , 		Attraction of the Earth , 2017, (producer)
, , 		Barabul'ki , 2017, (producer)
, , 		Beerogeddon , 2017, (producer)
, , 		Bitva za Sevastopol , 2014, (producer)
, , 		Black Monk , 2017, (producer)
, , 		Cave , 2015, (producer)
, , 		Chekhov prikhodit po nocham , 2017, (producer)
, , 		Constancy of Death , 2017, (producer)
, , 		Crazy Elnar 2 , 2014, (producer)
, , 		Cursed Waterfall , 2017, (producer)
, , 		Day of the Living Dead , 2016, (producer)
, , 		Death in Kizhi , 2016, (producer)
, , 		Dislike , 2016, (producer)
, , 		Dukh , 2014, (producer)
, , 		Dzerzhinskiy pugaet teplokhod , 2017, (producer)
, , 		Escape from the Village of Zombies , 2015, (producer)
, , 		Evil Guest , 2017, (associate producer)
, , 		Exhibition WorldFood Moscow 2016 , 2016, (producer)
, , 		Fall , 2016/III, (producer)
, , 		First Hotels in Russia , 2013, (producer)
, , 		Grozny , 2017, (producer)
, , 		House at the outskirts , 2017, (producer)
, , 		How to Measure the Height of Standing Alone Object with the Help of Available Funds , 2013, (producer)
, , 		Interstelar , 2014, (producer)
, , 		Izgoy Odin. Mezhzvyozdnyie voyny. Istorii , 2016, (producer)
, , 		Kalyazin. City of the dead , 2018, (producer)
, , 		Kladbishche zabytykh mertvetsov , 2013, (producer) (as Serg Ar)
, , 		Koshmar na Volge , 2014, (executive producer)
, , 		Kronoshpan Horror: Clash of the Titans , 2015, (co-producer)
, , 		Lestnitsa , 2014, (producer)
, , 		Little Trip on MCC , 2016, (producer)
, , 		Metron , 2017, (producer)
, , 		Mortem , 2016/III, (producer)
, , 		Motor ship , 2017, (producer)
, , 		Night of the Dead Man , 2014, (co-producer)
, , 		Night Visitor , 2015, (producer)
, , 		Nightmare in Moscow , 2015, (producer)
, , 		Novyy film pro mumiyu , 2017, (producer)
, , 		One Silent Man , 2017, (producer)
, , 		Piramida nad Kievom , 2016, (producer)
, , 		Piramida nad Sankt-Peterburgom , 2016, (producer)
, , 		Polyhedrons in Art , 2013, (producer)
, , 		Prodexpo 2017 , 2017, (producer)
, , 		Prolitoe krov'yu samoubiystvo , 2015, (V)  (executive producer) (credit only)
, , 		Puteshestviye is Moskvy v Kazan' na teplokhode Knyazhna Viktoriya , 2017, (producer)
, , 		Pyramid Above Volga , 2016, (producer)
, , 		Radiodeath , 2016, (producer)
, , 		Raukhenek , 2013, (producer)
, , 		Revenge of the Tree , 2017, (producer)
, , 		Ruka , 2014, (producer)
, , 		Secret of Slenderman 3 , 2016, (producer)
, , 		Sonnyy ad , 2014, (VG)  (co-producer)
, , 		Spasti Snippy , 2014, (VG)  (producer)
, , 		Stalingrad 2016 , 2016, (producer)
, , 		Tayna Slendermena , 2013, (producer) (uncredited)
, , 		The Hand. New Victim , 2014, (producer)
, , 		The Haunter of the Dark , 2015, (producer)
, , 		Tolstoy dolzhen umeret' , 2014, (VG)  (producer)
, , 		True evil , 2017, (producer)
, , 		Vodka , 2014, (VG)  (producer)
, , 		What Worth Are 50 UAH on Khreshchatyk? , 2016, (executive producer)
, , 		Whispering of Dead , 2014, (producer)
, ," 		""Puteshestviye na teplokhode po marshrutu Moskva - Sankt-Peterburg - Moskva 2009"" ", 2009, (producer)
, ," 		""Puteshestviye na teplokhode po marshrutu Moskva - Sankt-Peterburg - Moskva 2009"" ", 2009, (producer)
, ," 		""Puteshestviye na teplokhode po marshrutu Moskva - Sankt-Peterburg - Moskva 2009"" ", 2009, (producer)
, ," 		""Puteshestviye na teplokhode po marshrutu Moskva - Sankt-Peterburg - Moskva 2009"" ", 2009, (producer)
, ," 		""Puteshestviye na teplokhode po marshrutu Moskva - Sankt-Peterburg - Moskva 2009"" ", 2009, (producer)

, , 		Charana Daasi , 1956, (producer)

, , 		The Substitute Spy , 2016, (producer)
A., Thomas, 	WhoMadeWho: Every Minute Alone , 2012, (V)  (producer)
A.A.C., , 		Dragon Fights Back , 1984, (producer)
A.A.C., Mani, 	Party Legends , ????, (executive producer)
A.C., Trofeo A la Vida, Derrelicto , 2014, (executive producer)
A.J. 8, ," 		""A.J.'s 8 Ball"" ", 2010, (producer)
A.K, Pillai, 	Birds with Large Wings , 2015, (producer)


, , 		Mate , 2013, }  (producer)

, , 		The Lascivious Project: The Unauthorized Music Video , 2013, (V)  (producer)

, , 		Cast Party , 2015/I, (producer)
, , 		Dark Side of the Moon; an Interpretation , 2013, (producer)
, , 		I Don't Have a Car, But I Manage to Get Around Anyway Using Jacob's Head , 2014, (V)  (producer)
, , 		Joseph and the Amazing Psychedelic Steam Boat , 2014, (producer)
, , 		Loop, Loop? Loop, Loop? , 2014, (producer)
, , 		Petals , 2010, (producer)
, , 		We Killed a Person , 2014, (producer)







, , 		Golden's Peak - Epis�dio 2 , 2013, (executive producer)
, ," 		""O Asilo"" ", 2013, (executive producer)
Aab, Vanessa (I), Frollein Frapp� , 2014, (executive producer)


, , 		Britney Spears: Princess of Pop , 2012, (executive producer)
, , 		Justin Bieber: Rise to Fame , 2011, (TV)  (executive producer)
, , 		Lady Gaga the Art of Music , 2014, (executive producer)
, , 		Led Zeppelin: Dazed & Confused , 2009, (V)  (executive producer)
, , 		Mandela: Resistance , 2013, (executive producer) (original version)
, , 		Michael Jackson Unmasked , 2009, (TV)  (executive producer)
, , 		Michael Jackson: Life, Death and Legacy , 2012, (executive producer)
, , 		Niall Horan: Inside Out , 2016, (TV)  (executive producer)
, , 		Selena Gomez: Living the Dream , 2014, (V)  (executive producer)
, , 		Taylor Swift America's Sweetheart , 2015, (V)  (executive producer)
, , 		The Wanted: The Wanted Dream , 2013, (executive producer)
Aaberg, Petter, 	Eg kan tale med fuglar , 2011, (producer)
Aaberge, Aage, 	12th Man , 2017, (producer)
, , 		Beyond Sleep , 2016, (co-producer)
, , 		Bryllupsfotografen , 1994, (co-producer)
, , 		Cellofan - med d�den til f�lge , 1998, (producer)
, , 		Etter Rubicon , 1987, (producer)
, , 		For harde livet , 1989, (producer)
, , 		Grabben i graven bredvid , 2002, (co-producer)
, , 		Hamilton , 1998, (co-producer)
, , 		Jungledyret Hugo: Fr�k, flabet og fri , 2007, (executive producer)
, , 		Kaptein Sabeltann , 2003, (executive producer)
, , 		Kon-Tiki , 2012, (producer)
, , 		Kurt blir grusom , 2008, (executive producer)
, , 		Magnus , 2016, (executive producer)
, , 		Mortal , 2018/I, (executive producer)
, , 		Olsenbanden Jr. S�lvgruvens hemmelighet , 2007, (executive producer)
, , 		Pakten , 1995, (producer)
, , 		Pelle Politibil g�r i vannet , 2009, (producer)
, , 		Prinsesse Rosalinda , 1992, }  (producer)
, , 		Raroia - den lyckliga �n , 1997, (producer)
, , 		S.O.S Svartskj�r , 2008, (executive producer)
, , 		Sista kontraktet , 1998, (co-producer)
, , 		Sydpolen , 2017, }  (producer)
, , 		Titanics ti liv , 2007, (executive producer)
, , 		Tradra - I g�r ble jeg tater , 2004, (producer)
, , 		Ulvenatten , 2008, (producer)
, , 		Zanzibar , ????, (executive producer)
, ," 		""Pelle politibil"" ", 1993, (producer)
, ," 		""Pelle politibil"" ", 1993, (producer)
, ," 		""Slaget om Narvik"" ", 2020, (producer)





, , 		Ib Sch�nberg - et portr�t af Danmarks st�rste filmskuespiller , 2000, (producer)
, , 		Rejsen med Mai , 1997, (executive producer)
, , 		Svinedrengen og prinsessen p� �rten , 1962, (producer)
, , 		S�m�nd og svigerm�dre , 1962, (producer)



, , 		SOS: Secrets of Sex Chapter 3 , 2014, (producer)



, ," 		""G�t & grimasser"" ", 1983, (assistant producer)
, ," 		""G�t & grimasser"" ", 1983, (assistant producer)
Aaes, Carin, 	Se kvinder , 1970, (TV)  (producer)
Aagaard, Chris, 	Annihilation , 2005, (producer)
, , 		House of the Rising Sun , 2006, (producer)
, , 		Moonpie , 2006, (producer)
, , 		Palmarejo , 2004, (producer)
, , 		Ted Haggard: Scandalous , 2011, (TV)  (segment producer)
, , 		The Pros and Cons of Breathing , 2006, (producer)
, ," 		""Great Food Truck Race 2"" ", 2011, {{SUSPENDED}}  (segment producer)
, ," 		""My Extreme Animal Phobia"" ", 2011, (segment producer)
, ," 		""My Extreme Animal Phobia"" ", 2011, (segment producer)
, ," 		""My Extreme Animal Phobia"" ", 2011, (segment producer)
, ," 		""The Great Food Truck Race"" ", 2010, (segment producer)
, ," 		""The Great Food Truck Race"" ", 2010, (segment producer)
, ," 		""The Great Food Truck Race"" ", 2010, (segment producer)

, ," 		""Spise med Price"" ", 2008, (assistant producer) (as Morten Karen Schjelde)
Aagaard, Lisbeth, Tvillingen , 2013, (producer)
Aagaard, Sigfred, Havet og menneskene , 1970, (producer)


, , 		Hexagon , 2013, (producer) (as LORE)
, , 		Sapphire Strange , 2013, (producer) (as LORE)



, ," 		""Dzien"," ktory zmienil moje zycie"" ", 2014, (producer)



, ," 		""Hollywood Hunt Club"" ", 2003, (associate producer)
Aakhus, Carter, 	Dancing with Zombies , 2016, (executive producer)
, , 		Paranormal Squad , 2015, (executive producer)
, , 		The Midnight Priority , 2016, (producer)
Aakkoo (II), , 	Khufia Mahal , 1964, (producer) (as Akkoo)
Aakra, Astrid, 	Deep Shit , 1999, (producer) (as Astrid A. Aakra)


, , 		A Child's Garden of Poetry , 2011, (TV)  (producer)
, , 		An Apology to Elephants , 2013, (producer)
, , 		Hard Times for an American Girl: The Great Depression , 2009, (TV)  (field producer)
, , 		Pool Party , 2010, (producer)
, , 		Supermensch: The Legend of Shep Gordon , 2013, (producer)
, , 		The Music in Me: A Family Special , 2007, (TV)  (co-producer)
, ," 		""I Bet You Will"" ", 2002, (coordinating producer) (2002)
, ," 		""Saving My Tomorrow"" ", 2014, (producer)
, ," 		""Saving My Tomorrow"" ", 2014, (producer)
, ," 		""Saving My Tomorrow"" ", 2014, (producer)

, , 		Dead Run , ????/I, (producer)
, , 		Efraim Longstocking and the Cannibal Princess , ????, (executive producer)
, , 		Gangster , 2007, (producer) (as Steve Aries Aalam)
, , 		Shakespeare's Dark Lady , 2017, (co-producer: Sweden)
, , 		The Thaiboxer , ????, (producer)
Aalami, Mohamad Reza, Eshgh va marg , 1990, (producer)
, , 		Shenasayi , 1987, (producer)
Aalbers, Ids, 	Anathema , 2014, (producer)
Aalb�k Jensen, Niels, Pulekalenderen , 2002, (V)  (executive producer) (as Niels Aalb�k)
Aalda, Mariann," 	""Talk to Me"," Ginger!"" ", 2015, (executive producer)
Aalderink, Roy," 	""Dracula"" ", 2016, (producer)

, , 		Sveaborg , 1972, (TV)  (producer: Yleisradio)



, , 		The Official Rare Exports Inc. Safety Instructions 2005 , 2005, (line producer)
Aalto, Kari (III), To Nightwish with Love , 2016, (executive producer)
